loan_amount,annual_income,home_ownership,purpose,credit_score,monthly_debt,employment_length_years,loan_term_months,number_of_open_accounts,delinquencies_2y,inquiries_6m,default
20000,99864.0,MORTGAGE,other,756,2071.3458,6.0,36.0,22,0,0,0
22000,185000.0,MORTGAGE,other,812,1880.8333333333333,10.0,36.0,9,0,0,0
15000,73000.0,OWN,home_improvement,777,1129.0666666666666,9.0,36.0,8,0,0,0
30000,93053.0,RENT,other,724,2060.3485083333335,5.0,36.0,8,0,0,0
25000,103000.0,MORTGAGE,debt_consolidation,770,1666.025,10.0,36.0,24,0,1,0
30000,100009.0,MORTGAGE,other,587,2339.377191666667,10.0,36.0,16,6,1,0
8000,84000.0,MORTGAGE,other,722,1478.4,0.5,36.0,25,0,2,0
35000,111000.0,MORTGAGE,other,747,2284.75,1.0,60.0,11,0,0,0
20000,90000.0,MORTGAGE,debt_consolidation,692,849.75,6.0,60.0,14,0,2,0
11200,90000.0,MORTGAGE,debt_consolidation,753,1725.0,3.0,36.0,32,0,1,0
29000,165000.0,MORTGAGE,debt_consolidation,718,3342.6249999999995,9.0,36.0,18,2,2,0
5000,38000.0,MORTGAGE,major_purchase,749,1469.3333333333333,2.0,36.0,17,0,0,0
3000,48000.0,RENT,other,706,673.1999999999999,10.0,36.0,8,0,0,0
10900,43500.0,MORTGAGE,home_improvement,690,1294.1250000000002,3.0,36.0,7,0,1,0
10950,58000.0,MORTGAGE,other,724,1210.2666666666667,3.0,60.0,11,0,1,0
4000,38917.0,RENT,debt_consolidation,733,582.1334583333334,5.0,36.0,15,0,0,0
6000,52000.0,MORTGAGE,debt_consolidation,767,962.8666666666666,10.0,36.0,9,0,1,0
11500,128000.0,RENT,debt_consolidation,618,1997.8666666666666,0.5,36.0,7,3,3,1
20000,80000.0,RENT,other,696,809.3333333333334,10.0,36.0,6,0,0,0
18000,55000.0,MORTGAGE,debt_consolidation,679,1230.625,10.0,36.0,13,0,0,0
30000,66000.0,OWN,debt_consolidation,746,1027.95,3.0,60.0,14,0,0,0
17000,52000.0,RENT,debt_consolidation,687,477.96666666666664,2.0,60.0,13,1,1,0
33150,103074.0,RENT,debt_consolidation,753,4113.51155,10.0,36.0,21,0,2,0
13600,74000.0,RENT,debt_consolidation,726,1069.9166666666667,10.0,60.0,11,0,0,0
10000,49000.0,MORTGAGE,other,676,708.0500000000001,10.0,60.0,7,0,0,0
20000,77000.0,MORTGAGE,debt_consolidation,737,920.1500000000001,5.0,60.0,16,0,2,0
10000,45000.0,RENT,other,703,259.125,9.0,36.0,10,0,0,0
20725,51800.0,RENT,debt_consolidation,726,778.2950000000001,1.0,60.0,16,0,0,0
12000,44000.0,RENT,debt_consolidation,692,372.9,9.0,36.0,8,0,0,0
10000,29000.0,RENT,other,701,739.2583333333333,4.0,60.0,6,0,0,1
26000,54600.0,MORTGAGE,debt_consolidation,593,2578.94,10.0,60.0,9,4,2,0
6000,96000.0,MORTGAGE,other,765,1779.1999999999998,2.0,36.0,26,0,1,0
35000,210000.0,MORTGAGE,other,768,1655.5,5.0,36.0,14,0,1,0
18000,71987.0,MORTGAGE,debt_consolidation,706,1984.4416333333334,10.0,60.0,11,0,1,0
32500,105000.0,MORTGAGE,other,772,1736.875,8.0,36.0,10,0,0,0
6000,112112.0,MORTGAGE,debt_consolidation,779,601.6677333333333,10.0,36.0,15,0,0,0
12000,120000.0,MORTGAGE,other,732,1869.0,10.0,36.0,20,1,0,0
7000,99745.0,MORTGAGE,debt_consolidation,695,1843.6200833333335,9.0,36.0,17,2,0,0
28000,95000.0,MORTGAGE,debt_consolidation,696,1151.8750000000002,3.0,36.0,7,1,0,0
8025,37000.0,RENT,other,715,993.1416666666667,4.0,36.0,24,0,0,1
28800,75000.0,RENT,debt_consolidation,773,1873.1249999999998,5.0,60.0,10,0,0,0
10000,110000.0,RENT,debt_consolidation,709,233.74999999999997,10.0,60.0,6,0,0,0
15000,63500.0,RENT,debt_consolidation,661,722.8416666666667,4.0,36.0,8,2,0,1
32000,85000.0,RENT,debt_consolidation,669,1246.6666666666667,10.0,60.0,6,1,0,1
40000,210000.0,RENT,debt_consolidation,711,1965.2500000000002,10.0,36.0,16,2,1,0
7500,49562.0,RENT,other,704,756.2335166666667,0.5,36.0,9,0,2,1
16000,38000.0,RENT,other,658,686.85,10.0,36.0,8,0,0,0
20400,51000.0,MORTGAGE,other,718,773.9250000000001,1.0,36.0,19,0,0,0
20000,93000.0,MORTGAGE,debt_consolidation,778,1477.1499999999999,10.0,36.0,10,0,0,0
20000,43000.0,MORTGAGE,debt_consolidation,749,661.125,10.0,36.0,10,0,0,0
8000,30000.0,RENT,debt_consolidation,696,312.0,8.0,36.0,5,0,0,1
24000,55000.0,RENT,other,742,782.8333333333331,5.0,60.0,10,0,1,0
27425,58710.0,OWN,debt_consolidation,656,601.28825,4.0,36.0,13,1,1,0
16000,66000.0,RENT,debt_consolidation,713,1331.0,3.0,36.0,17,0,1,0
18000,58000.0,RENT,debt_consolidation,726,840.9999999999999,0.0,36.0,15,0,0,0
8425,60000.0,RENT,debt_consolidation,690,702.0,6.0,36.0,9,1,0,0
30000,110000.0,MORTGAGE,debt_consolidation,748,1587.6666666666665,6.0,60.0,14,0,1,0
3300,69407.06,OWN,debt_consolidation,710,1408.9633179999998,10.0,36.0,6,0,0,0
3900,54000.0,MORTGAGE,other,727,1737.8999999999999,10.0,36.0,24,0,0,0
18000,59000.0,MORTGAGE,debt_consolidation,713,957.275,9.0,36.0,10,0,1,0
7000,70000.0,MORTGAGE,debt_consolidation,723,919.9166666666666,8.0,36.0,9,0,0,0
15000,64000.0,MORTGAGE,home_improvement,705,81.06666666666666,6.0,36.0,6,0,2,0
22000,64229.0,RENT,debt_consolidation,756,665.3053916666667,0.0,36.0,11,0,1,0
12900,34000.0,MORTGAGE,other,723,674.3333333333334,5.0,60.0,16,1,1,0
25000,85000.0,RENT,debt_consolidation,722,2524.5,1.0,36.0,21,0,1,0
8000,64000.0,RENT,other,718,790.9333333333332,6.0,36.0,8,0,1,0
20000,76300.0,MORTGAGE,debt_consolidation,764,2476.570833333333,7.0,36.0,14,0,0,0
35000,150000.0,OWN,other,784,1932.5000000000002,10.0,36.0,14,0,1,0
4000,96000.0,OWN,moving,745,205.59999999999997,0.5,36.0,14,1,0,0
7000,55000.0,OWN,debt_consolidation,734,1055.0833333333333,0.5,36.0,20,0,1,1
14400,115000.0,MORTGAGE,other,709,1795.9166666666665,0.0,36.0,14,0,2,0
16000,75000.0,RENT,other,704,1476.2500000000002,3.0,36.0,12,0,1,0
15850,65000.0,MORTGAGE,debt_consolidation,616,1812.4166666666667,5.0,36.0,8,0,3,0
3000,32000.0,RENT,debt_consolidation,711,218.93333333333334,7.0,36.0,4,0,0,0
6000,56000.0,MORTGAGE,debt_consolidation,714,1422.4,9.0,36.0,16,0,0,0
10000,25000.0,RENT,debt_consolidation,697,456.04166666666674,3.0,36.0,16,0,0,0
5575,75000.0,RENT,other,721,1245.0,2.0,36.0,11,0,0,0
6000,46000.0,RENT,home_improvement,703,770.8833333333333,1.0,36.0,15,0,1,0
12300,30000.0,OWN,debt_consolidation,611,675.0,0.0,60.0,14,2,0,0
20000,42000.0,RENT,debt_consolidation,690,970.9,6.0,60.0,8,0,2,0
10000,30000.0,OWN,debt_consolidation,663,691.0,10.0,36.0,12,1,0,0
10000,34000.0,RENT,debt_consolidation,690,381.93333333333334,4.0,36.0,6,0,0,0
23000,80000.0,MORTGAGE,debt_consolidation,742,2373.3333333333335,5.0,60.0,17,0,1,0
7400,36000.0,RENT,other,675,588.0,4.0,36.0,10,0,0,0
10000,38000.0,RENT,debt_consolidation,688,346.1166666666666,3.0,36.0,10,0,2,0
23000,70000.0,RENT,debt_consolidation,714,911.1666666666666,3.0,36.0,8,0,1,0
5500,70000.0,MORTGAGE,other,718,744.3333333333333,10.0,36.0,4,0,0,0
6000,105000.0,MORTGAGE,debt_consolidation,733,2009.875,3.0,36.0,15,0,1,0
15000,85000.0,OWN,debt_consolidation,707,1340.875,10.0,36.0,7,1,0,0
13000,43000.0,MORTGAGE,debt_consolidation,715,176.65833333333333,0.5,60.0,6,0,0,0
6000,65000.0,MORTGAGE,other,363,1566.5000000000002,2.0,36.0,13,11,5,0
15000,35000.0,OWN,other,706,420.0,3.0,36.0,7,0,0,1
30000,200000.0,MORTGAGE,other,697,1003.3333333333334,10.0,36.0,11,3,1,0
20000,70000.0,RENT,other,638,721.5833333333333,2.0,36.0,6,1,1,0
14400,43986.02,RENT,other,725,866.1580438333333,4.0,36.0,15,0,0,1
23000,151000.0,RENT,other,681,2414.741666666667,8.0,36.0,11,2,1,0
6500,45000.0,MORTGAGE,debt_consolidation,717,783.0,1.0,36.0,9,0,0,0
8000,60000.0,RENT,debt_consolidation,709,1522.0,2.0,36.0,11,0,0,0
10000,60000.0,RENT,debt_consolidation,690,475.99999999999994,2.0,36.0,12,0,0,0
10000,70000.0,RENT,other,710,590.9166666666666,10.0,36.0,24,0,0,0
29000,106000.0,RENT,debt_consolidation,745,1769.3166666666668,10.0,36.0,11,0,0,0
35000,195000.0,RENT,other,781,2445.625,6.0,36.0,32,0,1,0
14000,70000.0,OWN,other,714,687.1666666666665,3.0,36.0,12,0,0,1
27200,101000.0,MORTGAGE,other,754,1566.3416666666665,8.0,60.0,15,0,1,0
12000,145000.0,OWN,other,797,2584.625,10.0,60.0,21,0,0,0
12000,27844.56,OWN,debt_consolidation,724,483.103116,4.0,60.0,10,1,0,0
25000,70000.0,OWN,other,701,985.8333333333331,10.0,60.0,10,0,0,0
20000,75000.0,MORTGAGE,other,735,566.25,10.0,60.0,9,0,0,0
6725,33000.0,OWN,debt_consolidation,694,295.07500000000005,8.0,36.0,5,0,0,0
9000,32000.0,MORTGAGE,other,732,481.06666666666666,0.0,36.0,8,0,0,0
9500,89000.0,OWN,medical,717,1061.325,0.0,36.0,10,1,0,0
8000,62000.0,MORTGAGE,debt_consolidation,633,848.8833333333334,9.0,36.0,5,1,2,1
6000,158000.0,MORTGAGE,home_improvement,777,1967.1,0.5,36.0,9,0,0,0
10000,42000.0,OWN,debt_consolidation,748,976.15,3.0,36.0,15,0,0,0
14700,70000.0,MORTGAGE,debt_consolidation,724,658.0,7.0,36.0,7,0,1,0
4500,70000.0,MORTGAGE,debt_consolidation,715,1115.9166666666665,2.0,36.0,11,0,2,0
6000,130000.0,MORTGAGE,car,719,439.8333333333333,6.0,36.0,9,1,1,0
23000,60000.0,MORTGAGE,debt_consolidation,677,1361.9999999999998,8.0,36.0,9,1,3,0
35000,80000.0,MORTGAGE,other,761,1836.0,8.0,36.0,10,0,0,1
18000,67000.0,RENT,debt_consolidation,698,587.925,10.0,36.0,5,0,0,0
8400,85000.0,RENT,debt_consolidation,759,1431.5416666666665,10.0,36.0,15,0,0,0
2500,13000.0,RENT,other,636,83.95833333333333,4.0,60.0,2,0,2,0
28500,65000.0,MORTGAGE,debt_consolidation,749,1477.125,4.0,60.0,11,0,0,0
24000,150000.0,RENT,debt_consolidation,734,2710.0,10.0,60.0,13,0,3,0
14000,90000.0,RENT,debt_consolidation,749,2160.0000000000005,8.0,60.0,11,0,0,0
11475,54764.0,MORTGAGE,debt_consolidation,702,246.43800000000005,0.5,60.0,6,0,1,0
24000,205000.0,RENT,debt_consolidation,815,1192.4166666666665,6.0,36.0,7,0,0,0
35000,130000.0,MORTGAGE,debt_consolidation,741,1694.3333333333335,5.0,36.0,23,0,2,0
13200,50000.0,MORTGAGE,debt_consolidation,707,815.4166666666667,4.0,60.0,17,0,0,0
8500,66000.0,MORTGAGE,other,740,365.2,5.0,36.0,15,0,0,0
13250,87500.0,MORTGAGE,debt_consolidation,752,2355.9375,10.0,60.0,19,0,0,0
14000,79000.0,OWN,major_purchase,716,562.875,3.0,36.0,8,1,0,0
30000,100000.0,MORTGAGE,debt_consolidation,702,1573.3333333333335,0.0,36.0,7,0,0,0
18000,38244.0,MORTGAGE,debt_consolidation,691,129.0735,6.0,36.0,6,0,2,0
30000,60000.0,MORTGAGE,other,729,1197.0,8.0,36.0,20,0,0,0
25000,75000.0,MORTGAGE,debt_consolidation,715,1961.875,10.0,36.0,6,0,0,0
21600,60000.0,RENT,debt_consolidation,729,1574.0000000000002,5.0,60.0,9,0,0,0
6600,26000.0,MORTGAGE,debt_consolidation,697,540.15,0.5,36.0,10,0,2,0
15000,35000.0,RENT,debt_consolidation,700,667.0416666666666,7.0,36.0,13,0,0,0
12800,64000.0,OWN,debt_consolidation,634,1122.1333333333332,7.0,60.0,16,3,1,0
3000,42000.0,OWN,other,633,1283.1,4.0,36.0,9,1,0,0
6000,45000.0,RENT,debt_consolidation,702,1209.0,1.0,36.0,7,0,3,0
5000,27000.0,OWN,debt_consolidation,639,63.9,10.0,36.0,3,0,2,0
28000,120000.0,MORTGAGE,other,725,1578.0,10.0,36.0,9,0,3,0
11000,60000.0,MORTGAGE,debt_consolidation,735,831.0000000000001,10.0,60.0,12,0,0,0
20000,135000.0,MORTGAGE,debt_consolidation,776,2266.875,7.0,60.0,12,0,0,0
10000,100000.0,MORTGAGE,debt_consolidation,735,988.3333333333334,2.0,36.0,7,0,1,0
18000,42000.0,OWN,debt_consolidation,727,1277.5,10.0,60.0,9,0,0,1
8800,26000.0,RENT,debt_consolidation,717,688.1333333333333,3.0,36.0,11,0,0,0
22650,151000.0,MORTGAGE,other,780,1078.3916666666667,5.0,36.0,33,0,2,1
21325,85500.0,MORTGAGE,debt_consolidation,677,337.725,9.0,36.0,4,0,0,0
11850,100000.0,RENT,debt_consolidation,756,2198.3333333333335,6.0,36.0,16,0,0,0
30000,50000.0,OWN,home_improvement,757,1101.25,10.0,36.0,15,0,0,0
6000,16800.0,RENT,debt_consolidation,720,259.0,5.0,36.0,7,0,0,0
19750,45000.0,RENT,other,717,756.0,8.0,60.0,7,0,0,1
20000,128000.0,MORTGAGE,debt_consolidation,779,364.8,2.0,60.0,13,0,0,0
35000,100000.0,RENT,debt_consolidation,725,1631.6666666666665,5.0,36.0,10,0,0,0
20000,80000.0,MORTGAGE,debt_consolidation,696,1640.0000000000002,2.0,36.0,20,0,0,0
35000,200000.0,MORTGAGE,other,784,2081.666666666667,7.0,36.0,9,0,0,0
9000,32655.0,RENT,debt_consolidation,743,564.115125,4.0,36.0,10,0,0,0
30000,80000.0,MORTGAGE,debt_consolidation,753,1816.0,3.0,60.0,21,0,0,0
2200,35000.0,RENT,other,695,796.25,10.0,36.0,7,1,0,0
9600,42000.0,OWN,other,662,662.2,2.0,36.0,13,2,1,1
16000,62400.0,RENT,debt_consolidation,732,771.16,1.0,60.0,11,0,0,0
9800,43000.0,RENT,debt_consolidation,667,1456.2666666666667,1.0,36.0,12,0,0,0
5000,100000.0,MORTGAGE,other,715,1458.3333333333333,5.0,36.0,7,0,0,0
13425,205000.0,RENT,debt_consolidation,750,2692.333333333333,2.0,60.0,17,1,0,0
10000,28000.0,OWN,debt_consolidation,675,603.1666666666667,6.0,36.0,4,0,1,0
4075,12000.0,OWN,debt_consolidation,641,262.0,2.0,36.0,5,1,0,0
17925,165000.0,RENT,debt_consolidation,755,1868.625,4.0,36.0,5,0,1,0
5500,91000.0,RENT,medical,706,91.0,4.0,36.0,5,0,0,0
36000,80000.0,OWN,debt_consolidation,742,1436.0,10.0,36.0,24,0,2,0
15000,68000.0,MORTGAGE,other,739,1179.2333333333333,6.0,36.0,17,0,0,0
12000,58000.0,MORTGAGE,other,740,1221.3833333333332,9.0,60.0,15,0,0,0
10000,73000.0,RENT,debt_consolidation,721,806.0416666666666,1.0,36.0,22,0,3,1
8000,39000.0,MORTGAGE,home_improvement,680,389.35,10.0,36.0,13,0,1,0
10000,76000.0,MORTGAGE,debt_consolidation,691,571.2666666666667,10.0,36.0,6,1,0,0
8000,37200.0,OWN,home_improvement,719,155.0,0.0,36.0,6,0,0,0
11000,71360.0,RENT,debt_consolidation,741,1301.1306666666667,2.0,36.0,13,0,0,0
5600,25000.0,RENT,debt_consolidation,702,427.0833333333333,3.0,36.0,9,0,1,0
32000,97075.0,RENT,other,770,1823.3920833333332,4.0,60.0,16,0,0,0
24250,75000.0,MORTGAGE,home_improvement,717,880.0,3.0,60.0,8,0,3,0
13000,42000.0,MORTGAGE,other,749,754.95,0.0,60.0,14,0,1,0
25000,96000.0,OWN,other,767,3062.4,2.0,60.0,11,0,0,0
5000,72000.0,OWN,car,709,643.2,10.0,36.0,9,0,0,0
17000,50000.0,MORTGAGE,other,680,1086.25,10.0,60.0,12,0,0,1
10000,80000.0,MORTGAGE,debt_consolidation,719,1928.0000000000002,5.0,36.0,25,1,0,0
28000,96000.0,MORTGAGE,debt_consolidation,718,1567.1999999999998,10.0,36.0,11,0,0,0
35000,135000.0,MORTGAGE,debt_consolidation,775,1564.875,6.0,60.0,14,0,2,0
10000,56000.0,RENT,debt_consolidation,723,239.4,10.0,36.0,15,0,0,0
24000,125000.0,RENT,home_improvement,736,547.9166666666666,0.5,36.0,9,0,0,1
24000,147000.0,MORTGAGE,debt_consolidation,773,1342.6000000000001,2.0,36.0,17,0,0,0
1000,80000.0,RENT,medical,683,1308.0000000000002,6.0,36.0,15,1,0,0
15000,95000.0,MORTGAGE,debt_consolidation,763,880.3333333333333,9.0,36.0,13,0,0,0
12000,25460.0,MORTGAGE,debt_consolidation,675,611.2521666666665,0.5,36.0,7,0,1,0
17000,56920.0,MORTGAGE,debt_consolidation,693,588.1733333333333,3.0,36.0,15,0,1,0
35000,86028.8,RENT,debt_consolidation,725,765.6563199999999,5.0,36.0,6,0,2,0
8000,33800.0,RENT,other,684,267.02000000000004,4.0,36.0,11,1,1,0
7500,46000.0,MORTGAGE,debt_consolidation,628,699.9666666666667,10.0,36.0,13,2,2,0
25000,100000.0,RENT,debt_consolidation,787,1277.5,2.0,36.0,13,0,1,0
13000,49000.0,MORTGAGE,debt_consolidation,746,512.05,10.0,36.0,13,0,0,0
5000,50000.0,RENT,debt_consolidation,706,827.0833333333335,2.0,36.0,9,0,0,1
40000,95000.0,RENT,medical,742,448.08333333333337,1.0,36.0,5,0,1,0
16000,75000.0,MORTGAGE,debt_consolidation,714,1774.9999999999998,3.0,36.0,16,0,2,0
40000,145000.0,MORTGAGE,other,780,4101.083333333333,8.0,60.0,25,0,0,0
10000,58761.0,MORTGAGE,moving,701,948.99015,4.0,60.0,20,0,0,0
1500,80000.0,RENT,moving,653,892.6666666666669,0.5,36.0,6,0,2,0
14000,38000.0,MORTGAGE,debt_consolidation,725,792.9333333333333,7.0,36.0,9,0,0,0
10000,102500.0,RENT,other,704,768.7499999999999,5.0,36.0,4,1,0,0
4900,11000.0,RENT,debt_consolidation,654,761.5666666666666,6.0,36.0,1,0,0,1
15000,98000.0,RENT,home_improvement,751,379.75000000000006,1.0,60.0,10,0,2,1
10000,65280.0,RENT,debt_consolidation,730,724.064,3.0,60.0,12,0,2,0
35000,106000.0,MORTGAGE,debt_consolidation,740,595.3666666666667,10.0,36.0,10,0,0,0
15000,58000.0,RENT,debt_consolidation,742,754.0,8.0,36.0,11,0,0,0
10000,30000.0,RENT,other,716,532.0,4.0,36.0,6,0,1,0
28000,104000.0,MORTGAGE,other,754,1481.1333333333332,10.0,60.0,11,0,0,0
9600,56200.0,RENT,other,747,1279.0183333333332,1.0,36.0,15,0,0,0
15000,60000.0,MORTGAGE,debt_consolidation,758,825.9999999999999,4.0,36.0,27,0,1,0
2000,24000.0,RENT,moving,651,337.0,10.0,36.0,5,0,1,1
14375,47000.0,MORTGAGE,debt_consolidation,715,620.0083333333333,10.0,60.0,7,0,0,0
14000,48000.0,MORTGAGE,debt_consolidation,702,1107.2,4.0,36.0,7,0,0,0
22000,65000.0,MORTGAGE,debt_consolidation,723,1650.4583333333333,2.0,60.0,17,0,2,0
15000,63000.0,RENT,debt_consolidation,743,1799.175,6.0,60.0,13,0,0,0
20000,40818.0,OWN,debt_consolidation,700,1133.3798,10.0,36.0,9,0,2,0
5000,95000.0,MORTGAGE,vacation,726,3051.8749999999995,6.0,36.0,14,0,0,1
2650,53000.0,MORTGAGE,other,673,1552.0166666666667,4.0,36.0,15,1,1,0
9150,56000.0,RENT,debt_consolidation,683,510.06666666666666,0.5,36.0,10,1,0,0
20000,60000.0,OWN,debt_consolidation,713,704.0,10.0,36.0,10,0,1,0
25000,210000.0,MORTGAGE,other,765,1921.5000000000002,0.5,36.0,6,0,0,0
6000,53000.0,RENT,moving,709,725.2166666666668,10.0,36.0,7,1,0,0
1600,22000.0,RENT,other,722,79.01666666666667,7.0,36.0,20,0,0,0
6000,75000.0,RENT,debt_consolidation,728,900.0000000000001,0.5,36.0,17,0,3,0
16000,250000.0,MORTGAGE,major_purchase,779,4952.083333333333,2.0,36.0,20,0,0,0
5500,26000.0,RENT,medical,720,675.1333333333332,0.0,36.0,10,0,0,0
20000,57000.0,OWN,home_improvement,707,1804.525,0.0,36.0,22,0,1,0
7200,90000.0,MORTGAGE,other,669,744.0,2.0,36.0,4,1,0,0
35000,100000.0,OWN,other,745,1198.3333333333335,0.5,60.0,8,0,0,1
20000,65000.0,OWN,car,699,1252.875,6.0,60.0,9,0,2,1
17325,57751.0,MORTGAGE,debt_consolidation,738,1399.017975,0.0,60.0,9,0,0,1
9600,171912.0,MORTGAGE,home_improvement,801,3137.394,1.0,36.0,14,0,0,0
5000,60000.0,MORTGAGE,other,704,479.0,10.0,36.0,5,0,0,0
36000,220000.0,MORTGAGE,other,792,2423.6666666666665,7.0,36.0,15,1,0,0
40000,71000.0,RENT,debt_consolidation,717,514.75,10.0,60.0,2,0,1,0
4500,59000.0,RENT,other,603,408.57500000000005,8.0,36.0,8,3,0,0
18800,47000.0,RENT,debt_consolidation,739,903.1833333333333,2.0,60.0,8,0,0,0
15000,75000.0,RENT,debt_consolidation,700,1621.2500000000002,6.0,36.0,15,0,4,0
12000,75000.0,MORTGAGE,other,710,875.0000000000001,10.0,60.0,13,0,0,0
12000,190000.0,OWN,debt_consolidation,736,953.1666666666666,0.5,36.0,18,0,3,0
6000,49600.0,MORTGAGE,debt_consolidation,706,1234.2133333333331,9.0,36.0,11,0,0,0
19200,55000.0,MORTGAGE,debt_consolidation,723,797.0416666666666,7.0,60.0,8,0,0,0
4000,60000.0,MORTGAGE,major_purchase,707,835.9999999999999,5.0,36.0,8,0,1,0
12000,125000.0,RENT,debt_consolidation,744,2563.5416666666665,3.0,36.0,12,1,0,0
3800,65220.0,MORTGAGE,debt_consolidation,725,1732.6779999999999,0.0,36.0,10,0,0,0
21000,104000.0,RENT,moving,683,677.7333333333333,2.0,36.0,9,1,1,0
10800,27000.0,MORTGAGE,debt_consolidation,708,315.9,10.0,36.0,7,0,0,0
25000,56000.0,MORTGAGE,home_improvement,727,1190.0,7.0,60.0,9,0,0,0
6050,14436.0,RENT,other,723,348.0279,0.0,36.0,11,0,0,0
20000,85000.0,MORTGAGE,debt_consolidation,666,1415.25,6.0,36.0,11,0,2,0
7200,85000.0,RENT,medical,743,701.25,10.0,36.0,6,0,0,0
7800,105000.0,MORTGAGE,debt_consolidation,732,1434.1250000000002,10.0,36.0,13,0,0,0
25325,63000.0,RENT,debt_consolidation,666,1359.75,3.0,60.0,12,1,0,0
21000,33000.0,OWN,debt_consolidation,660,498.025,0.5,60.0,9,2,0,0
35000,75000.0,MORTGAGE,debt_consolidation,737,953.125,6.0,60.0,10,0,0,0
15000,50000.0,RENT,debt_consolidation,757,477.50000000000006,10.0,60.0,29,0,0,1
10000,45000.0,RENT,debt_consolidation,704,1012.1249999999999,4.0,36.0,5,0,0,0
20000,43000.0,RENT,debt_consolidation,700,852.1166666666668,5.0,60.0,22,0,1,1
8000,105000.0,MORTGAGE,other,732,860.125,7.0,36.0,17,0,0,0
1200,93000.0,MORTGAGE,vacation,700,668.825,10.0,36.0,7,0,0,0
4000,55200.0,RENT,vacation,729,19.78,10.0,36.0,3,0,0,0
2500,70000.0,MORTGAGE,other,729,1234.9166666666667,3.0,36.0,8,0,0,0
26500,140000.0,RENT,debt_consolidation,766,915.8333333333333,5.0,60.0,12,1,1,1
26000,90000.0,OWN,other,743,1003.5,10.0,60.0,5,0,0,0
20000,70500.0,MORTGAGE,other,697,893.0,0.5,36.0,9,0,0,0
15000,63200.0,MORTGAGE,debt_consolidation,708,580.9133333333333,10.0,36.0,12,1,3,0
18000,92000.0,RENT,debt_consolidation,687,1701.2333333333336,9.0,60.0,8,0,1,0
24000,50000.0,RENT,other,749,1651.2500000000002,2.0,60.0,9,0,0,0
20000,70000.0,RENT,debt_consolidation,757,1573.25,10.0,60.0,9,0,0,1
34000,115000.0,OWN,debt_consolidation,723,845.2500000000001,1.0,60.0,8,0,0,0
35000,115000.0,RENT,debt_consolidation,748,1615.75,0.5,36.0,16,0,0,0
10700,50000.0,MORTGAGE,debt_consolidation,688,1203.3333333333335,2.0,60.0,20,1,0,0
40000,85000.0,RENT,debt_consolidation,760,1216.9166666666667,10.0,36.0,10,0,0,0
6000,24000.0,OWN,other,722,405.0,10.0,36.0,8,0,0,0
20000,90000.0,MORTGAGE,other,746,834.0,0.5,36.0,10,0,0,0
2200,85000.0,MORTGAGE,home_improvement,707,2018.7499999999998,7.0,36.0,10,1,0,0
24000,72000.0,MORTGAGE,debt_consolidation,709,790.8,4.0,60.0,13,0,0,0
10000,29000.0,RENT,other,679,304.98333333333323,9.0,36.0,7,0,1,0
16000,70000.0,MORTGAGE,medical,684,984.0833333333334,10.0,36.0,10,1,0,0
11200,41000.0,RENT,other,697,629.6916666666666,10.0,60.0,6,0,0,0
17625,45000.0,RENT,debt_consolidation,697,718.5,2.0,60.0,14,0,1,0
32000,53000.0,MORTGAGE,other,737,1909.7666666666669,10.0,36.0,20,0,1,0
10000,68000.0,RENT,debt_consolidation,729,717.9666666666667,9.0,36.0,7,0,0,0
17000,70000.0,RENT,debt_consolidation,722,1590.1666666666667,3.0,36.0,10,0,1,0
6750,80100.0,RENT,debt_consolidation,714,935.8349999999999,4.0,36.0,18,1,0,0
25925,60104.0,RENT,debt_consolidation,712,1147.9864000000002,0.0,36.0,20,0,1,0
13600,86100.0,MORTGAGE,major_purchase,675,1546.9299999999998,1.0,36.0,15,1,0,1
25000,65000.0,MORTGAGE,debt_consolidation,720,792.4583333333335,3.0,60.0,11,0,1,0
22000,66000.0,RENT,debt_consolidation,711,1228.6999999999998,7.0,36.0,23,0,1,0
20000,128000.0,RENT,other,737,1645.8666666666666,6.0,36.0,11,0,0,0
19200,106900.0,RENT,other,734,1827.0991666666669,10.0,36.0,13,0,1,0
30000,145000.0,RENT,debt_consolidation,789,885.7083333333334,4.0,36.0,14,0,0,0
12000,29040.0,RENT,moving,634,274.912,0.5,36.0,3,0,7,0
20000,65000.0,RENT,other,726,215.04166666666669,0.5,36.0,3,0,0,0
8000,80000.0,MORTGAGE,other,763,1184.0,2.0,36.0,19,0,0,0
12800,90000.0,RENT,debt_consolidation,710,1029.0000000000002,10.0,36.0,16,1,2,0
8000,45000.0,RENT,debt_consolidation,742,705.0,1.0,36.0,17,0,2,0
13600,65000.0,MORTGAGE,debt_consolidation,689,1250.1666666666665,1.0,36.0,18,0,1,0
3600,55000.0,MORTGAGE,vacation,702,1560.6249999999998,3.0,36.0,26,0,0,0
10000,38778.83,MORTGAGE,debt_consolidation,702,586.8529606666667,6.0,36.0,7,0,0,0
15000,40000.0,RENT,debt_consolidation,722,346.0,10.0,60.0,8,0,0,0
19000,85000.0,MORTGAGE,other,740,1347.9583333333335,10.0,36.0,15,0,0,0
16000,104000.0,RENT,other,700,1626.7333333333333,1.0,36.0,12,0,2,0
21600,69440.0,MORTGAGE,debt_consolidation,759,1078.056,10.0,36.0,9,0,0,0
25000,137000.0,MORTGAGE,debt_consolidation,738,1763.875,10.0,36.0,30,0,2,0
